"transaction_id","date","product","category","quantity","price_per_unit","revenue"
472,2024-01-29,"Сырник","Выпечка",2,200,400
472,2024-01-29,"Маффин","Выпечка",1,150,150
473,2024-03-19,"Печенье","Выпечка",1,80,80
474,2024-02-24,"Круассан","Выпечка",2,120,240
474,2024-02-24,"Маффин","Выпечка",3,150,450
474,2024-02-24,"Печенье","Выпечка",2,80,160
474,2024-02-24,"Печенье","Выпечка",2,80,160
474,2024-02-24,"Печенье","Выпечка",2,80,160
475,2024-03-01,"Капучино","Кофе",1,220,220
476,2024-03-18,"Печенье","Выпечка",2,80,160
476,2024-03-18,"Печенье","Выпечка",1,80,80
476,2024-03-18,"Война и мир","Книги",2,450,900
476,2024-03-18,"Война и мир","Книги",3,450,1350
477,2024-02-23,"Латте","Кофе",2,250,500
477,2024-02-23,"Маффин","Выпечка",1,150,150
477,2024-02-23,"Эспрессо","Кофе",1,150,150
477,2024-02-23,"Американо","Кофе",3,180,540
477,2024-02-23,"Война и мир","Книги",1,450,450
478,2024-03-09,"Раф","Кофе",1,280,280
478,2024-03-09,"Маффин","Выпечка",3,150,450
478,2024-03-09,"Мастер и Маргарита","Книги",2,600,1200
478,2024-03-09,"Маффин","Выпечка",3,150,450
479,2024-01-06,"Эспрессо","Кофе",3,150,450
480,2024-01-20,"Эспрессо","Кофе",1,150,150
480,2024-01-20,"Маффин","Выпечка",1,150,150
480,2024-01-20,"Эспрессо","Кофе",2,150,300
481,2024-03-08,"Мастер и Маргарита","Книги",2,600,1200
481,2024-03-08,"Маффин","Выпечка",2,150,300
481,2024-03-08,"Латте","Кофе",3,250,750
482,2024-03-18,"Война и мир","Книги",3,450,1350
482,2024-03-18,"Печенье","Выпечка",1,80,80
482,2024-03-18,"Латте","Кофе",3,250,750
482,2024-03-18,"Эспрессо","Кофе",3,150,450
482,2024-03-18,"Латте","Кофе",2,250,500
483,2024-03-25,"Сырник","Выпечка",2,200,400
483,2024-03-25,"Преступление и наказание","Книги",2,500,1000
483,2024-03-25,"Круассан","Выпечка",2,120,240
483,2024-03-25,"Печенье","Выпечка",3,80,240
484,2024-02-07,"Эспрессо","Кофе",2,150,300
484,2024-02-07,"Эспрессо","Кофе",1,150,150
484,2024-02-07,"Война и мир","Книги",1,450,450
484,2024-02-07,"Печенье","Выпечка",3,80,240
484,2024-02-07,"Печенье","Выпечка",1,80,80
485,2024-03-17,"Латте","Кофе",1,250,250
485,2024-03-17,"Маффин","Выпечка",3,150,450
486,2024-03-23,"Война и мир","Книги",3,450,1350
486,2024-03-23,"Мастер и Маргарита","Книги",3,600,1800
487,2024-03-26,"Печенье","Выпечка",2,80,160
488,2024-03-02,"Капучино","Кофе",3,220,660
488,2024-03-02,"Латте","Кофе",1,250,250
489,2024-03-27,"Американо","Кофе",3,180,540
489,2024-03-27,"Война и мир","Книги",1,450,450
490,2024-03-08,"Раф","Кофе",3,280,840
491,2024-02-03,"Маффин","Выпечка",3,150,450
492,2024-03-26,"Эспрессо","Кофе",2,150,300
492,2024-03-26,"Сырник","Выпечка",1,200,200
493,2024-01-12,"Круассан","Выпечка",3,120,360
493,2024-01-12,"Капучино","Кофе",1,220,220
494,2024-03-20,"Печенье","Выпечка",2,80,160
495,2024-01-14,"Латте","Кофе",2,250,500
495,2024-01-14,"Раф","Кофе",3,280,840
495,2024-01-14,"Мастер и Маргарита","Книги",2,600,1200
496,2024-02-01,"Мастер и Маргарита","Книги",2,600,1200
496,2024-02-01,"Круассан","Выпечка",1,120,120
497,2024-01-17,"Печенье","Выпечка",2,80,160
497,2024-01-17,"Круассан","Выпечка",2,120,240
497,2024-01-17,"Война и мир","Книги",1,450,450
498,2024-03-28,"Мастер и Маргарита","Книги",1,600,600
498,2024-03-28,"Маффин","Выпечка",2,150,300
498,2024-03-28,"Американо","Кофе",1,180,180
498,2024-03-28,"Мастер и Маргарита","Книги",2,600,1200
498,2024-03-28,"Печенье","Выпечка",2,80,160
499,2024-01-02,"Раф","Кофе",3,280,840
500,2024-02-23,"Война и мир","Книги",1,450,450
500,2024-02-23,"Сырник","Выпечка",2,200,400
500,2024-02-23,"Круассан","Выпечка",2,120,240
500,2024-02-23,"Американо","Кофе",3,180,540
501,2024-01-24,"Сырник","Выпечка",2,200,400
501,2024-01-24,"Латте","Кофе",1,250,250
501,2024-01-24,"Эспрессо","Кофе",1,150,150
501,2024-01-24,"Маффин","Выпечка",3,150,450
502,2024-01-03,"Латте","Кофе",3,250,750
503,2024-01-01,"Печенье","Выпечка",3,80,240
503,2024-01-01,"Маффин","Выпечка",2,150,300
504,2024-03-10,"Печенье","Выпечка",2,80,160
505,2024-01-14,"Круассан","Выпечка",1,120,120
505,2024-01-14,"Печенье","Выпечка",3,80,240
505,2024-01-14,"Латте","Кофе",2,250,500
505,2024-01-14,"Капучино","Кофе",2,220,440
505,2024-01-14,"Война и мир","Книги",3,450,1350
506,2024-01-02,"Круассан","Выпечка",3,120,360
507,2024-01-24,"Война и мир","Книги",3,450,1350
507,2024-01-24,"Печенье","Выпечка",3,80,240
507,2024-01-24,"Война и мир","Книги",3,450,1350
508,2024-02-11,"Сырник","Выпечка",3,200,600
509,2024-02-27,"Круассан","Выпечка",1,120,120
509,2024-02-27,"Преступление и наказание","Книги",2,500,1000
509,2024-02-27,"Сырник","Выпечка",1,200,200
510,2024-02-25,"Круассан","Выпечка",1,120,120
511,2024-03-23,"Круассан","Выпечка",3,120,360
512,2024-01-04,"Мастер и Маргарита","Книги",2,600,1200
512,2024-01-04,"Латте","Кофе",3,250,750
513,2024-03-29,"Печенье","Выпечка",3,80,240
514,2024-01-18,"Маффин","Выпечка",1,150,150
515,2024-01-07,"Печенье","Выпечка",3,80,240
516,2024-03-27,"Раф","Кофе",2,280,560
516,2024-03-27,"Эспрессо","Кофе",3,150,450
516,2024-03-27,"Раф","Кофе",3,280,840
516,2024-03-27,"Круассан","Выпечка",3,120,360
517,2024-02-04,"Круассан","Выпечка",1,120,120
517,2024-02-04,"Капучино","Кофе",3,220,660
517,2024-02-04,"Маффин","Выпечка",3,150,450
518,2024-02-15,"Эспрессо","Кофе",1,150,150
519,2024-03-17,"Сырник","Выпечка",3,200,600
520,2024-03-21,"Раф","Кофе",2,280,560
521,2024-01-03,"Круассан","Выпечка",3,120,360
521,2024-01-03,"Война и мир","Книги",2,450,900
521,2024-01-03,"Капучино","Кофе",3,220,660
521,2024-01-03,"Маффин","Выпечка",1,150,150
522,2024-03-09,"Капучино","Кофе",3,220,660
522,2024-03-09,"Мастер и Маргарита","Книги",1,600,600
522,2024-03-09,"Эспрессо","Кофе",3,150,450
522,2024-03-09,"Сырник","Выпечка",2,200,400
523,2024-02-20,"Раф","Кофе",1,280,280
523,2024-02-20,"Война и мир","Книги",1,450,450
524,2024-02-25,"Мастер и Маргарита","Книги",2,600,1200
524,2024-02-25,"Эспрессо","Кофе",2,150,300
524,2024-02-25,"Капучино","Кофе",1,220,220
524,2024-02-25,"Мастер и Маргарита","Книги",1,600,600
525,2024-02-27,"Латте","Кофе",1,250,250
526,2024-02-10,"Мастер и Маргарита","Книги",2,600,1200
526,2024-02-10,"Сырник","Выпечка",3,200,600
527,2024-01-22,"Капучино","Кофе",1,220,220
527,2024-01-22,"Круассан","Выпечка",2,120,240
527,2024-01-22,"Печенье","Выпечка",3,80,240
528,2024-01-24,"Американо","Кофе",3,180,540
529,2024-01-29,"Латте","Кофе",1,250,250
529,2024-01-29,"Эспрессо","Кофе",3,150,450
530,2024-02-28,"Латте","Кофе",1,250,250
530,2024-02-28,"Печенье","Выпечка",1,80,80
530,2024-02-28,"Эспрессо","Кофе",3,150,450
531,2024-01-09,"Печенье","Выпечка",2,80,160
532,2024-03-29,"Мастер и Маргарита","Книги",1,600,600
532,2024-03-29,"Сырник","Выпечка",2,200,400
533,2024-02-29,"Маффин","Выпечка",1,150,150
533,2024-02-29,"Преступление и наказание","Книги",1,500,500
533,2024-02-29,"Сырник","Выпечка",1,200,200
533,2024-02-29,"Круассан","Выпечка",1,120,120
534,2024-02-19,"Печенье","Выпечка",3,80,240
534,2024-02-19,"Преступление и наказание","Книги",3,500,1500
534,2024-02-19,"Печенье","Выпечка",3,80,240
534,2024-02-19,"Американо","Кофе",1,180,180
534,2024-02-19,"Печенье","Выпечка",2,80,160
535,2024-01-27,"Капучино","Кофе",2,220,440
535,2024-01-27,"Раф","Кофе",1,280,280
536,2024-01-23,"Маффин","Выпечка",1,150,150
536,2024-01-23,"Американо","Кофе",1,180,180
536,2024-01-23,"Печенье","Выпечка",1,80,80
537,2024-02-13,"Круассан","Выпечка",1,120,120
537,2024-02-13,"Печенье","Выпечка",3,80,240
538,2024-02-26,"Латте","Кофе",3,250,750
538,2024-02-26,"Американо","Кофе",3,180,540
539,2024-02-18,"Латте","Кофе",1,250,250
539,2024-02-18,"Печенье","Выпечка",3,80,240
540,2024-03-15,"Война и мир","Книги",2,450,900
541,2024-02-28,"Сырник","Выпечка",3,200,600
542,2024-01-17,"Раф","Кофе",2,280,560
543,2024-03-01,"Раф","Кофе",1,280,280
543,2024-03-01,"Латте","Кофе",3,250,750
543,2024-03-01,"Круассан","Выпечка",3,120,360
544,2024-02-10,"Маффин","Выпечка",1,150,150
544,2024-02-10,"Сырник","Выпечка",1,200,200
544,2024-02-10,"Сырник","Выпечка",3,200,600
545,2024-01-27,"Маффин","Выпечка",2,150,300
545,2024-01-27,"Раф","Кофе",2,280,560
546,2024-02-16,"Капучино","Кофе",3,220,660
546,2024-02-16,"Маффин","Выпечка",1,150,150
546,2024-02-16,"Капучино","Кофе",2,220,440
547,2024-03-20,"Сырник","Выпечка",2,200,400
547,2024-03-20,"Война и мир","Книги",1,450,450
547,2024-03-20,"Круассан","Выпечка",2,120,240
548,2024-02-21,"Круассан","Выпечка",1,120,120
549,2024-01-26,"Эспрессо","Кофе",2,150,300
549,2024-01-26,"Капучино","Кофе",3,220,660
549,2024-01-26,"Маффин","Выпечка",2,150,300
550,2024-01-11,"Маффин","Выпечка",2,150,300
551,2024-01-18,"Печенье","Выпечка",3,80,240
551,2024-01-18,"Американо","Кофе",1,180,180
552,2024-01-17,"Эспрессо","Кофе",2,150,300
553,2024-01-05,"Круассан","Выпечка",2,120,240
553,2024-01-05,"Сырник","Выпечка",2,200,400
553,2024-01-05,"Сырник","Выпечка",3,200,600
553,2024-01-05,"Печенье","Выпечка",2,80,160
554,2024-02-26,"Сырник","Выпечка",3,200,600
555,2024-03-22,"Маффин","Выпечка",1,150,150
555,2024-03-22,"Маффин","Выпечка",3,150,450
555,2024-03-22,"Латте","Кофе",1,250,250
556,2024-01-10,"Латте","Кофе",3,250,750
557,2024-01-23,"Сырник","Выпечка",2,200,400
557,2024-01-23,"Латте","Кофе",3,250,750
557,2024-01-23,"Преступление и наказание","Книги",1,500,500
558,2024-01-03,"Круассан","Выпечка",3,120,360
558,2024-01-03,"Круассан","Выпечка",1,120,120
559,2024-01-13,"Капучино","Кофе",3,220,660
559,2024-01-13,"Круассан","Выпечка",1,120,120
559,2024-01-13,"Маффин","Выпечка",2,150,300
559,2024-01-13,"Круассан","Выпечка",3,120,360
560,2024-03-23,"Американо","Кофе",2,180,360
561,2024-02-01,"Маффин","Выпечка",3,150,450
561,2024-02-01,"Мастер и Маргарита","Книги",3,600,1800
561,2024-02-01,"Сырник","Выпечка",3,200,600
562,2024-03-22,"Война и мир","Книги",2,450,900
562,2024-03-22,"Эспрессо","Кофе",1,150,150
563,2024-02-06,"Латте","Кофе",2,250,500
563,2024-02-06,"Сырник","Выпечка",3,200,600
563,2024-02-06,"Печенье","Выпечка",1,80,80
564,2024-03-15,"Маффин","Выпечка",1,150,150
565,2024-03-14,"Капучино","Кофе",1,220,220
565,2024-03-14,"Сырник","Выпечка",2,200,400
565,2024-03-14,"Война и мир","Книги",1,450,450
566,2024-03-01,"Раф","Кофе",3,280,840
566,2024-03-01,"Печенье","Выпечка",1,80,80
566,2024-03-01,"Латте","Кофе",1,250,250
566,2024-03-01,"Преступление и наказание","Книги",2,500,1000
567,2024-01-29,"Сырник","Выпечка",1,200,200
568,2024-03-15,"Преступление и наказание","Книги",3,500,1500
568,2024-03-15,"Латте","Кофе",3,250,750
569,2024-01-16,"Американо","Кофе",3,180,540
570,2024-01-26,"Война и мир","Книги",3,450,1350
571,2024-01-13,"Мастер и Маргарита","Книги",3,600,1800
571,2024-01-13,"Сырник","Выпечка",1,200,200
572,2024-02-08,"Маффин","Выпечка",3,150,450
572,2024-02-08,"Сырник","Выпечка",1,200,200
573,2024-03-04,"Капучино","Кофе",3,220,660
574,2024-02-19,"Сырник","Выпечка",3,200,600
574,2024-02-19,"Латте","Кофе",1,250,250
575,2024-01-20,"Круассан","Выпечка",1,120,120
576,2024-03-24,"Мастер и Маргарита","Книги",2,600,1200
577,2024-01-31,"Печенье","Выпечка",2,80,160
578,2024-02-27,"Круассан","Выпечка",3,120,360
578,2024-02-27,"Эспрессо","Кофе",1,150,150
578,2024-02-27,"Американо","Кофе",1,180,180
578,2024-02-27,"Сырник","Выпечка",1,200,200
579,2024-03-15,"Война и мир","Книги",2,450,900
579,2024-03-15,"Война и мир","Книги",2,450,900
579,2024-03-15,"Печенье","Выпечка",2,80,160
579,2024-03-15,"Печенье","Выпечка",1,80,80
579,2024-03-15,"Мастер и Маргарита","Книги",3,600,1800
580,2024-01-12,"Капучино","Кофе",1,220,220
581,2024-02-08,"Маффин","Выпечка",2,150,300
581,2024-02-08,"Латте","Кофе",1,250,250
582,2024-02-17,"Эспрессо","Кофе",1,150,150
582,2024-02-17,"Круассан","Выпечка",1,120,120
582,2024-02-17,"Мастер и Маргарита","Книги",3,600,1800
583,2024-01-30,"Латте","Кофе",1,250,250
583,2024-01-30,"Сырник","Выпечка",2,200,400
584,2024-03-07,"Эспрессо","Кофе",3,150,450
585,2024-02-12,"Круассан","Выпечка",3,120,360
585,2024-02-12,"Раф","Кофе",3,280,840
585,2024-02-12,"Война и мир","Книги",1,450,450
585,2024-02-12,"Круассан","Выпечка",1,120,120
586,2024-03-18,"Сырник","Выпечка",3,200,600
587,2024-02-11,"Печенье","Выпечка",1,80,80
587,2024-02-11,"Мастер и Маргарита","Книги",2,600,1200
588,2024-03-29,"Маффин","Выпечка",3,150,450
588,2024-03-29,"Печенье","Выпечка",1,80,80
588,2024-03-29,"Сырник","Выпечка",3,200,600
589,2024-03-13,"Война и мир","Книги",1,450,450
589,2024-03-13,"Преступление и наказание","Книги",3,500,1500
590,2024-01-19,"Печенье","Выпечка",2,80,160
590,2024-01-19,"Американо","Кофе",1,180,180
591,2024-03-11,"Американо","Кофе",3,180,540
591,2024-03-11,"Война и мир","Книги",1,450,450
591,2024-03-11,"Война и мир","Книги",2,450,900
592,2024-03-23,"Мастер и Маргарита","Книги",1,600,600
593,2024-03-03,"Война и мир","Книги",2,450,900
593,2024-03-03,"Латте","Кофе",2,250,500
594,2024-01-18,"Эспрессо","Кофе",3,150,450
595,2024-03-16,"Маффин","Выпечка",1,150,150
595,2024-03-16,"Маффин","Выпечка",2,150,300
595,2024-03-16,"Сырник","Выпечка",2,200,400
595,2024-03-16,"Капучино","Кофе",3,220,660
596,2024-02-05,"Круассан","Выпечка",1,120,120
596,2024-02-05,"Латте","Кофе",1,250,250
596,2024-02-05,"Американо","Кофе",2,180,360
596,2024-02-05,"Печенье","Выпечка",3,80,240
597,2024-02-19,"Сырник","Выпечка",1,200,200
598,2024-01-03,"Сырник","Выпечка",2,200,400
598,2024-01-03,"Круассан","Выпечка",2,120,240
598,2024-01-03,"Круассан","Выпечка",3,120,360
599,2024-01-09,"Эспрессо","Кофе",2,150,300
599,2024-01-09,"Сырник","Выпечка",3,200,600
600,2024-03-06,"Преступление и наказание","Книги",3,500,1500
600,2024-03-06,"Круассан","Выпечка",3,120,360
600,2024-03-06,"Мастер и Маргарита","Книги",3,600,1800
600,2024-03-06,"Сырник","Выпечка",3,200,600
601,2024-02-17,"Сырник","Выпечка",2,200,400
601,2024-02-17,"Круассан","Выпечка",1,120,120
602,2024-03-14,"Печенье","Выпечка",3,80,240
602,2024-03-14,"Печенье","Выпечка",1,80,80
602,2024-03-14,"Раф","Кофе",2,280,560
603,2024-02-12,"Сырник","Выпечка",3,200,600
603,2024-02-12,"Печенье","Выпечка",2,80,160
603,2024-02-12,"Мастер и Маргарита","Книги",2,600,1200
603,2024-02-12,"Сырник","Выпечка",1,200,200
604,2024-02-15,"Круассан","Выпечка",1,120,120
604,2024-02-15,"Эспрессо","Кофе",3,150,450
604,2024-02-15,"Сырник","Выпечка",3,200,600
604,2024-02-15,"Сырник","Выпечка",1,200,200
604,2024-02-15,"Круассан","Выпечка",1,120,120
605,2024-03-02,"Капучино","Кофе",2,220,440
605,2024-03-02,"Печенье","Выпечка",1,80,80
605,2024-03-02,"Эспрессо","Кофе",1,150,150
605,2024-03-02,"Эспрессо","Кофе",1,150,150
605,2024-03-02,"Война и мир","Книги",2,450,900
606,2024-01-21,"Маффин","Выпечка",1,150,150
606,2024-01-21,"Преступление и наказание","Книги",3,500,1500
607,2024-01-16,"Маффин","Выпечка",3,150,450
608,2024-01-24,"Американо","Кофе",1,180,180
608,2024-01-24,"Капучино","Кофе",3,220,660
608,2024-01-24,"Печенье","Выпечка",1,80,80
608,2024-01-24,"Преступление и наказание","Книги",1,500,500
608,2024-01-24,"Латте","Кофе",2,250,500
609,2024-03-01,"Маффин","Выпечка",1,150,150
609,2024-03-01,"Маффин","Выпечка",3,150,450
610,2024-02-06,"Печенье","Выпечка",1,80,80
610,2024-02-06,"Маффин","Выпечка",2,150,300
610,2024-02-06,"Сырник","Выпечка",1,200,200
611,2024-01-24,"Мастер и Маргарита","Книги",2,600,1200
612,2024-01-03,"Печенье","Выпечка",2,80,160
612,2024-01-03,"Сырник","Выпечка",3,200,600
612,2024-01-03,"Круассан","Выпечка",1,120,120
612,2024-01-03,"Печенье","Выпечка",1,80,80
612,2024-01-03,"Война и мир","Книги",2,450,900
613,2024-01-25,"Капучино","Кофе",1,220,220
614,2024-02-25,"Капучино","Кофе",2,220,440
615,2024-01-21,"Война и мир","Книги",3,450,1350
615,2024-01-21,"Круассан","Выпечка",3,120,360
615,2024-01-21,"Сырник","Выпечка",2,200,400
615,2024-01-21,"Маффин","Выпечка",3,150,450
616,2024-01-02,"Американо","Кофе",1,180,180
617,2024-01-05,"Маффин","Выпечка",1,150,150
617,2024-01-05,"Эспрессо","Кофе",3,150,450
617,2024-01-05,"Круассан","Выпечка",3,120,360
617,2024-01-05,"Маффин","Выпечка",3,150,450
617,2024-01-05,"Война и мир","Книги",1,450,450
618,2024-03-09,"Маффин","Выпечка",1,150,150
618,2024-03-09,"Маффин","Выпечка",2,150,300
618,2024-03-09,"Мастер и Маргарита","Книги",2,600,1200
619,2024-01-25,"Сырник","Выпечка",1,200,200
619,2024-01-25,"Преступление и наказание","Книги",2,500,1000
619,2024-01-25,"Сырник","Выпечка",3,200,600
620,2024-02-27,"Сырник","Выпечка",1,200,200
620,2024-02-27,"Печенье","Выпечка",1,80,80
621,2024-01-15,"Маффин","Выпечка",3,150,450
622,2024-02-17,"Печенье","Выпечка",1,80,80
622,2024-02-17,"Сырник","Выпечка",3,200,600
623,2024-01-31,"Война и мир","Книги",2,450,900
623,2024-01-31,"Мастер и Маргарита","Книги",1,600,600
623,2024-01-31,"Круассан","Выпечка",3,120,360
624,2024-02-21,"Война и мир","Книги",3,450,1350
624,2024-02-21,"Латте","Кофе",3,250,750
624,2024-02-21,"Латте","Кофе",2,250,500
624,2024-02-21,"Маффин","Выпечка",2,150,300
624,2024-02-21,"Преступление и наказание","Книги",1,500,500
625,2024-02-11,"Эспрессо","Кофе",2,150,300
626,2024-02-25,"Преступление и наказание","Книги",1,500,500
626,2024-02-25,"Капучино","Кофе",2,220,440
626,2024-02-25,"Раф","Кофе",2,280,560
627,2024-01-24,"Маффин","Выпечка",3,150,450
627,2024-01-24,"Американо","Кофе",2,180,360
627,2024-01-24,"Раф","Кофе",2,280,560
627,2024-01-24,"Сырник","Выпечка",3,200,600
628,2024-02-27,"Преступление и наказание","Книги",2,500,1000
628,2024-02-27,"Капучино","Кофе",1,220,220
628,2024-02-27,"Латте","Кофе",2,250,500
628,2024-02-27,"Американо","Кофе",3,180,540
629,2024-02-27,"Круассан","Выпечка",2,120,240
629,2024-02-27,"Печенье","Выпечка",3,80,240
630,2024-02-06,"Американо","Кофе",2,180,360
631,2024-02-15,"Преступление и наказание","Книги",1,500,500
631,2024-02-15,"Латте","Кофе",3,250,750
631,2024-02-15,"Печенье","Выпечка",1,80,80
632,2024-02-01,"Маффин","Выпечка",3,150,450
633,2024-01-27,"Сырник","Выпечка",2,200,400
633,2024-01-27,"Раф","Кофе",1,280,280
633,2024-01-27,"Маффин","Выпечка",1,150,150
634,2024-01-15,"Печенье","Выпечка",1,80,80
635,2024-03-25,"Война и мир","Книги",1,450,450
635,2024-03-25,"Эспрессо","Кофе",3,150,450
635,2024-03-25,"Преступление и наказание","Книги",2,500,1000
636,2024-02-09,"Капучино","Кофе",1,220,220
636,2024-02-09,"Сырник","Выпечка",2,200,400
636,2024-02-09,"Печенье","Выпечка",1,80,80
636,2024-02-09,"Круассан","Выпечка",1,120,120
637,2024-03-08,"Печенье","Выпечка",2,80,160
638,2024-01-27,"Маффин","Выпечка",3,150,450
638,2024-01-27,"Круассан","Выпечка",1,120,120
639,2024-02-14,"Круассан","Выпечка",1,120,120
639,2024-02-14,"Печенье","Выпечка",3,80,240
640,2024-02-20,"Сырник","Выпечка",1,200,200
640,2024-02-20,"Сырник","Выпечка",1,200,200
640,2024-02-20,"Капучино","Кофе",3,220,660
641,2024-02-13,"Война и мир","Книги",1,450,450
641,2024-02-13,"Маффин","Выпечка",1,150,150
641,2024-02-13,"Сырник","Выпечка",3,200,600
641,2024-02-13,"Война и мир","Книги",3,450,1350
641,2024-02-13,"Американо","Кофе",3,180,540
642,2024-01-16,"Круассан","Выпечка",3,120,360
642,2024-01-16,"Латте","Кофе",1,250,250
642,2024-01-16,"Раф","Кофе",2,280,560
643,2024-03-07,"Печенье","Выпечка",3,80,240
643,2024-03-07,"Капучино","Кофе",3,220,660
643,2024-03-07,"Преступление и наказание","Книги",2,500,1000
643,2024-03-07,"Маффин","Выпечка",1,150,150
643,2024-03-07,"Маффин","Выпечка",3,150,450
644,2024-03-09,"Эспрессо","Кофе",1,150,150
644,2024-03-09,"Эспрессо","Кофе",3,150,450
645,2024-03-28,"Печенье","Выпечка",2,80,160
646,2024-03-05,"Печенье","Выпечка",3,80,240
646,2024-03-05,"Круассан","Выпечка",1,120,120
647,2024-01-03,"Американо","Кофе",3,180,540
647,2024-01-03,"Американо","Кофе",1,180,180
647,2024-01-03,"Печенье","Выпечка",3,80,240
647,2024-01-03,"Американо","Кофе",1,180,180
648,2024-02-21,"Печенье","Выпечка",1,80,80
648,2024-02-21,"Преступление и наказание","Книги",3,500,1500
648,2024-02-21,"Капучино","Кофе",1,220,220
649,2024-01-17,"Американо","Кофе",2,180,360
649,2024-01-17,"Маффин","Выпечка",3,150,450
649,2024-01-17,"Маффин","Выпечка",1,150,150
650,2024-02-05,"Печенье","Выпечка",3,80,240
650,2024-02-05,"Раф","Кофе",1,280,280
650,2024-02-05,"Эспрессо","Кофе",3,150,450
650,2024-02-05,"Круассан","Выпечка",3,120,360
650,2024-02-05,"Капучино","Кофе",2,220,440
651,2024-03-04,"Латте","Кофе",1,250,250
651,2024-03-04,"Сырник","Выпечка",2,200,400
651,2024-03-04,"Война и мир","Книги",3,450,1350
652,2024-03-15,"Круассан","Выпечка",3,120,360
652,2024-03-15,"Преступление и наказание","Книги",2,500,1000
653,2024-03-28,"Маффин","Выпечка",3,150,450
654,2024-02-12,"Печенье","Выпечка",2,80,160
654,2024-02-12,"Сырник","Выпечка",3,200,600
654,2024-02-12,"Раф","Кофе",3,280,840
655,2024-01-21,"Круассан","Выпечка",3,120,360
655,2024-01-21,"Война и мир","Книги",1,450,450
655,2024-01-21,"Война и мир","Книги",3,450,1350
655,2024-01-21,"Латте","Кофе",2,250,500
655,2024-01-21,"Сырник","Выпечка",3,200,600
656,2024-01-05,"Война и мир","Книги",1,450,450
656,2024-01-05,"Круассан","Выпечка",3,120,360
657,2024-01-03,"Сырник","Выпечка",2,200,400
658,2024-01-26,"Капучино","Кофе",1,220,220
658,2024-01-26,"Сырник","Выпечка",3,200,600
659,2024-01-16,"Преступление и наказание","Книги",1,500,500
660,2024-03-30,"Капучино","Кофе",3,220,660
660,2024-03-30,"Маффин","Выпечка",3,150,450
660,2024-03-30,"Мастер и Маргарита","Книги",2,600,1200
661,2024-02-05,"Эспрессо","Кофе",1,150,150
661,2024-02-05,"Преступление и наказание","Книги",1,500,500
661,2024-02-05,"Печенье","Выпечка",3,80,240
661,2024-02-05,"Круассан","Выпечка",3,120,360
662,2024-03-26,"Круассан","Выпечка",3,120,360
663,2024-02-20,"Мастер и Маргарита","Книги",1,600,600
664,2024-03-26,"Американо","Кофе",2,180,360
665,2024-01-09,"Сырник","Выпечка",1,200,200
666,2024-02-03,"Эспрессо","Кофе",3,150,450
666,2024-02-03,"Сырник","Выпечка",2,200,400
666,2024-02-03,"Сырник","Выпечка",1,200,200
666,2024-02-03,"Сырник","Выпечка",1,200,200
666,2024-02-03,"Мастер и Маргарита","Книги",3,600,1800
667,2024-02-25,"Война и мир","Книги",3,450,1350
668,2024-03-05,"Американо","Кофе",1,180,180
669,2024-02-12,"Капучино","Кофе",2,220,440
669,2024-02-12,"Печенье","Выпечка",1,80,80
670,2024-02-10,"Сырник","Выпечка",2,200,400
670,2024-02-10,"Война и мир","Книги",3,450,1350
670,2024-02-10,"Война и мир","Книги",3,450,1350
670,2024-02-10,"Круассан","Выпечка",3,120,360
670,2024-02-10,"Маффин","Выпечка",1,150,150
671,2024-03-15,"Сырник","Выпечка",2,200,400
672,2024-01-31,"Эспрессо","Кофе",2,150,300
672,2024-01-31,"Печенье","Выпечка",1,80,80
672,2024-01-31,"Печенье","Выпечка",1,80,80
672,2024-01-31,"Латте","Кофе",3,250,750
673,2024-03-18,"Маффин","Выпечка",3,150,450
673,2024-03-18,"Раф","Кофе",3,280,840
674,2024-02-01,"Сырник","Выпечка",3,200,600
674,2024-02-01,"Война и мир","Книги",2,450,900
675,2024-02-21,"Маффин","Выпечка",1,150,150
676,2024-03-26,"Мастер и Маргарита","Книги",2,600,1200
677,2024-01-31,"Печенье","Выпечка",3,80,240
677,2024-01-31,"Капучино","Кофе",2,220,440
677,2024-01-31,"Маффин","Выпечка",1,150,150
678,2024-03-18,"Маффин","Выпечка",2,150,300
678,2024-03-18,"Печенье","Выпечка",1,80,80
678,2024-03-18,"Круассан","Выпечка",3,120,360
679,2024-03-18,"Круассан","Выпечка",2,120,240
679,2024-03-18,"Печенье","Выпечка",1,80,80
680,2024-02-17,"Мастер и Маргарита","Книги",2,600,1200
680,2024-02-17,"Печенье","Выпечка",1,80,80
680,2024-02-17,"Эспрессо","Кофе",1,150,150
680,2024-02-17,"Война и мир","Книги",3,450,1350
680,2024-02-17,"Печенье","Выпечка",2,80,160
681,2024-01-29,"Круассан","Выпечка",3,120,360
681,2024-01-29,"Круассан","Выпечка",1,120,120
682,2024-02-23,"Маффин","Выпечка",2,150,300
682,2024-02-23,"Сырник","Выпечка",2,200,400
682,2024-02-23,"Маффин","Выпечка",2,150,300
683,2024-03-19,"Маффин","Выпечка",2,150,300
684,2024-01-06,"Латте","Кофе",1,250,250
684,2024-01-06,"Война и мир","Книги",1,450,450
684,2024-01-06,"Американо","Кофе",2,180,360
684,2024-01-06,"Эспрессо","Кофе",1,150,150
685,2024-01-24,"Эспрессо","Кофе",3,150,450
686,2024-01-28,"Маффин","Выпечка",2,150,300
