"transaction_id","date","product","category","quantity","price_per_unit","revenue","weekday_num","weekday_name","day_type","month_num","year","week"
581,2024-02-08,"Латте","Кофе",1,250,250,5,"чт","weekday",2,2024,6
582,2024-02-17,"Эспрессо","Кофе",1,150,150,7,"сб","weekend",2,2024,7
582,2024-02-17,"Круассан","Выпечка",1,120,120,7,"сб","weekend",2,2024,7
582,2024-02-17,"Мастер и Маргарита","Книги",3,600,1800,7,"сб","weekend",2,2024,7
583,2024-01-30,"Латте","Кофе",1,250,250,3,"вт","weekday",1,2024,5
583,2024-01-30,"Сырник","Выпечка",2,200,400,3,"вт","weekday",1,2024,5
584,2024-03-07,"Эспрессо","Кофе",3,150,450,5,"чт","weekday",3,2024,10
585,2024-02-12,"Круассан","Выпечка",3,120,360,2,"пн","weekday",2,2024,7
585,2024-02-12,"Раф","Кофе",3,280,840,2,"пн","weekday",2,2024,7
585,2024-02-12,"Война и мир","Книги",1,450,450,2,"пн","weekday",2,2024,7
585,2024-02-12,"Круассан","Выпечка",1,120,120,2,"пн","weekday",2,2024,7
586,2024-03-18,"Сырник","Выпечка",3,200,600,2,"пн","weekday",3,2024,12
587,2024-02-11,"Печенье","Выпечка",1,80,80,1,"вс","weekend",2,2024,6
587,2024-02-11,"Мастер и Маргарита","Книги",2,600,1200,1,"вс","weekend",2,2024,6
588,2024-03-29,"Маффин","Выпечка",3,150,450,6,"пт","weekday",3,2024,13
588,2024-03-29,"Печенье","Выпечка",1,80,80,6,"пт","weekday",3,2024,13
588,2024-03-29,"Сырник","Выпечка",3,200,600,6,"пт","weekday",3,2024,13
589,2024-03-13,"Война и мир","Книги",1,450,450,4,"ср","weekday",3,2024,11
589,2024-03-13,"Преступление и наказание","Книги",3,500,1500,4,"ср","weekday",3,2024,11
590,2024-01-19,"Печенье","Выпечка",2,80,160,6,"пт","weekday",1,2024,3
590,2024-01-19,"Американо","Кофе",1,180,180,6,"пт","weekday",1,2024,3
591,2024-03-11,"Американо","Кофе",3,180,540,2,"пн","weekday",3,2024,11
591,2024-03-11,"Война и мир","Книги",1,450,450,2,"пн","weekday",3,2024,11
591,2024-03-11,"Война и мир","Книги",2,450,900,2,"пн","weekday",3,2024,11
592,2024-03-23,"Мастер и Маргарита","Книги",1,600,600,7,"сб","weekend",3,2024,12
593,2024-03-03,"Война и мир","Книги",2,450,900,1,"вс","weekend",3,2024,9
593,2024-03-03,"Латте","Кофе",2,250,500,1,"вс","weekend",3,2024,9
594,2024-01-18,"Эспрессо","Кофе",3,150,450,5,"чт","weekday",1,2024,3
595,2024-03-16,"Маффин","Выпечка",1,150,150,7,"сб","weekend",3,2024,11
595,2024-03-16,"Маффин","Выпечка",2,150,300,7,"сб","weekend",3,2024,11
595,2024-03-16,"Сырник","Выпечка",2,200,400,7,"сб","weekend",3,2024,11
595,2024-03-16,"Капучино","Кофе",3,220,660,7,"сб","weekend",3,2024,11
596,2024-02-05,"Круассан","Выпечка",1,120,120,2,"пн","weekday",2,2024,6
596,2024-02-05,"Латте","Кофе",1,250,250,2,"пн","weekday",2,2024,6
596,2024-02-05,"Американо","Кофе",2,180,360,2,"пн","weekday",2,2024,6
596,2024-02-05,"Печенье","Выпечка",3,80,240,2,"пн","weekday",2,2024,6
597,2024-02-19,"Сырник","Выпечка",1,200,200,2,"пн","weekday",2,2024,8
598,2024-01-03,"Сырник","Выпечка",2,200,400,4,"ср","weekday",1,2024,1
598,2024-01-03,"Круассан","Выпечка",2,120,240,4,"ср","weekday",1,2024,1
598,2024-01-03,"Круассан","Выпечка",3,120,360,4,"ср","weekday",1,2024,1
599,2024-01-09,"Эспрессо","Кофе",2,150,300,3,"вт","weekday",1,2024,2
599,2024-01-09,"Сырник","Выпечка",3,200,600,3,"вт","weekday",1,2024,2
600,2024-03-06,"Преступление и наказание","Книги",3,500,1500,4,"ср","weekday",3,2024,10
600,2024-03-06,"Круассан","Выпечка",3,120,360,4,"ср","weekday",3,2024,10
600,2024-03-06,"Мастер и Маргарита","Книги",3,600,1800,4,"ср","weekday",3,2024,10
600,2024-03-06,"Сырник","Выпечка",3,200,600,4,"ср","weekday",3,2024,10
601,2024-02-17,"Сырник","Выпечка",2,200,400,7,"сб","weekend",2,2024,7
601,2024-02-17,"Круассан","Выпечка",1,120,120,7,"сб","weekend",2,2024,7
602,2024-03-14,"Печенье","Выпечка",3,80,240,5,"чт","weekday",3,2024,11
602,2024-03-14,"Печенье","Выпечка",1,80,80,5,"чт","weekday",3,2024,11
602,2024-03-14,"Раф","Кофе",2,280,560,5,"чт","weekday",3,2024,11
603,2024-02-12,"Сырник","Выпечка",3,200,600,2,"пн","weekday",2,2024,7
603,2024-02-12,"Печенье","Выпечка",2,80,160,2,"пн","weekday",2,2024,7
603,2024-02-12,"Мастер и Маргарита","Книги",2,600,1200,2,"пн","weekday",2,2024,7
603,2024-02-12,"Сырник","Выпечка",1,200,200,2,"пн","weekday",2,2024,7
604,2024-02-15,"Круассан","Выпечка",1,120,120,5,"чт","weekday",2,2024,7
604,2024-02-15,"Эспрессо","Кофе",3,150,450,5,"чт","weekday",2,2024,7
604,2024-02-15,"Сырник","Выпечка",3,200,600,5,"чт","weekday",2,2024,7
604,2024-02-15,"Сырник","Выпечка",1,200,200,5,"чт","weekday",2,2024,7
604,2024-02-15,"Круассан","Выпечка",1,120,120,5,"чт","weekday",2,2024,7
605,2024-03-02,"Капучино","Кофе",2,220,440,7,"сб","weekend",3,2024,9
605,2024-03-02,"Печенье","Выпечка",1,80,80,7,"сб","weekend",3,2024,9
605,2024-03-02,"Эспрессо","Кофе",1,150,150,7,"сб","weekend",3,2024,9
605,2024-03-02,"Эспрессо","Кофе",1,150,150,7,"сб","weekend",3,2024,9
605,2024-03-02,"Война и мир","Книги",2,450,900,7,"сб","weekend",3,2024,9
606,2024-01-21,"Маффин","Выпечка",1,150,150,1,"вс","weekend",1,2024,3
606,2024-01-21,"Преступление и наказание","Книги",3,500,1500,1,"вс","weekend",1,2024,3
607,2024-01-16,"Маффин","Выпечка",3,150,450,3,"вт","weekday",1,2024,3
608,2024-01-24,"Американо","Кофе",1,180,180,4,"ср","weekday",1,2024,4
608,2024-01-24,"Капучино","Кофе",3,220,660,4,"ср","weekday",1,2024,4
608,2024-01-24,"Печенье","Выпечка",1,80,80,4,"ср","weekday",1,2024,4
608,2024-01-24,"Преступление и наказание","Книги",1,500,500,4,"ср","weekday",1,2024,4
608,2024-01-24,"Латте","Кофе",2,250,500,4,"ср","weekday",1,2024,4
609,2024-03-01,"Маффин","Выпечка",1,150,150,6,"пт","weekday",3,2024,9
609,2024-03-01,"Маффин","Выпечка",3,150,450,6,"пт","weekday",3,2024,9
610,2024-02-06,"Печенье","Выпечка",1,80,80,3,"вт","weekday",2,2024,6
610,2024-02-06,"Маффин","Выпечка",2,150,300,3,"вт","weekday",2,2024,6
610,2024-02-06,"Сырник","Выпечка",1,200,200,3,"вт","weekday",2,2024,6
611,2024-01-24,"Мастер и Маргарита","Книги",2,600,1200,4,"ср","weekday",1,2024,4
612,2024-01-03,"Печенье","Выпечка",2,80,160,4,"ср","weekday",1,2024,1
612,2024-01-03,"Сырник","Выпечка",3,200,600,4,"ср","weekday",1,2024,1
612,2024-01-03,"Круассан","Выпечка",1,120,120,4,"ср","weekday",1,2024,1
612,2024-01-03,"Печенье","Выпечка",1,80,80,4,"ср","weekday",1,2024,1
612,2024-01-03,"Война и мир","Книги",2,450,900,4,"ср","weekday",1,2024,1
613,2024-01-25,"Капучино","Кофе",1,220,220,5,"чт","weekday",1,2024,4
614,2024-02-25,"Капучино","Кофе",2,220,440,1,"вс","weekend",2,2024,8
615,2024-01-21,"Война и мир","Книги",3,450,1350,1,"вс","weekend",1,2024,3
615,2024-01-21,"Круассан","Выпечка",3,120,360,1,"вс","weekend",1,2024,3
615,2024-01-21,"Сырник","Выпечка",2,200,400,1,"вс","weekend",1,2024,3
615,2024-01-21,"Маффин","Выпечка",3,150,450,1,"вс","weekend",1,2024,3
616,2024-01-02,"Американо","Кофе",1,180,180,3,"вт","weekday",1,2024,1
617,2024-01-05,"Маффин","Выпечка",1,150,150,6,"пт","weekday",1,2024,1
617,2024-01-05,"Эспрессо","Кофе",3,150,450,6,"пт","weekday",1,2024,1
617,2024-01-05,"Круассан","Выпечка",3,120,360,6,"пт","weekday",1,2024,1
617,2024-01-05,"Маффин","Выпечка",3,150,450,6,"пт","weekday",1,2024,1
617,2024-01-05,"Война и мир","Книги",1,450,450,6,"пт","weekday",1,2024,1
618,2024-03-09,"Маффин","Выпечка",1,150,150,7,"сб","weekend",3,2024,10
618,2024-03-09,"Маффин","Выпечка",2,150,300,7,"сб","weekend",3,2024,10
618,2024-03-09,"Мастер и Маргарита","Книги",2,600,1200,7,"сб","weekend",3,2024,10
619,2024-01-25,"Сырник","Выпечка",1,200,200,5,"чт","weekday",1,2024,4
619,2024-01-25,"Преступление и наказание","Книги",2,500,1000,5,"чт","weekday",1,2024,4
619,2024-01-25,"Сырник","Выпечка",3,200,600,5,"чт","weekday",1,2024,4
620,2024-02-27,"Сырник","Выпечка",1,200,200,3,"вт","weekday",2,2024,9
620,2024-02-27,"Печенье","Выпечка",1,80,80,3,"вт","weekday",2,2024,9
621,2024-01-15,"Маффин","Выпечка",3,150,450,2,"пн","weekday",1,2024,3
622,2024-02-17,"Печенье","Выпечка",1,80,80,7,"сб","weekend",2,2024,7
622,2024-02-17,"Сырник","Выпечка",3,200,600,7,"сб","weekend",2,2024,7
623,2024-01-31,"Война и мир","Книги",2,450,900,4,"ср","weekday",1,2024,5
623,2024-01-31,"Мастер и Маргарита","Книги",1,600,600,4,"ср","weekday",1,2024,5
623,2024-01-31,"Круассан","Выпечка",3,120,360,4,"ср","weekday",1,2024,5
624,2024-02-21,"Война и мир","Книги",3,450,1350,4,"ср","weekday",2,2024,8
624,2024-02-21,"Латте","Кофе",3,250,750,4,"ср","weekday",2,2024,8
624,2024-02-21,"Латте","Кофе",2,250,500,4,"ср","weekday",2,2024,8
624,2024-02-21,"Маффин","Выпечка",2,150,300,4,"ср","weekday",2,2024,8
624,2024-02-21,"Преступление и наказание","Книги",1,500,500,4,"ср","weekday",2,2024,8
625,2024-02-11,"Эспрессо","Кофе",2,150,300,1,"вс","weekend",2,2024,6
626,2024-02-25,"Преступление и наказание","Книги",1,500,500,1,"вс","weekend",2,2024,8
626,2024-02-25,"Капучино","Кофе",2,220,440,1,"вс","weekend",2,2024,8
626,2024-02-25,"Раф","Кофе",2,280,560,1,"вс","weekend",2,2024,8
627,2024-01-24,"Маффин","Выпечка",3,150,450,4,"ср","weekday",1,2024,4
627,2024-01-24,"Американо","Кофе",2,180,360,4,"ср","weekday",1,2024,4
627,2024-01-24,"Раф","Кофе",2,280,560,4,"ср","weekday",1,2024,4
627,2024-01-24,"Сырник","Выпечка",3,200,600,4,"ср","weekday",1,2024,4
628,2024-02-27,"Преступление и наказание","Книги",2,500,1000,3,"вт","weekday",2,2024,9
628,2024-02-27,"Капучино","Кофе",1,220,220,3,"вт","weekday",2,2024,9
628,2024-02-27,"Латте","Кофе",2,250,500,3,"вт","weekday",2,2024,9
628,2024-02-27,"Американо","Кофе",3,180,540,3,"вт","weekday",2,2024,9
629,2024-02-27,"Круассан","Выпечка",2,120,240,3,"вт","weekday",2,2024,9
629,2024-02-27,"Печенье","Выпечка",3,80,240,3,"вт","weekday",2,2024,9
630,2024-02-06,"Американо","Кофе",2,180,360,3,"вт","weekday",2,2024,6
631,2024-02-15,"Преступление и наказание","Книги",1,500,500,5,"чт","weekday",2,2024,7
631,2024-02-15,"Латте","Кофе",3,250,750,5,"чт","weekday",2,2024,7
631,2024-02-15,"Печенье","Выпечка",1,80,80,5,"чт","weekday",2,2024,7
632,2024-02-01,"Маффин","Выпечка",3,150,450,5,"чт","weekday",2,2024,5
633,2024-01-27,"Сырник","Выпечка",2,200,400,7,"сб","weekend",1,2024,4
633,2024-01-27,"Раф","Кофе",1,280,280,7,"сб","weekend",1,2024,4
633,2024-01-27,"Маффин","Выпечка",1,150,150,7,"сб","weekend",1,2024,4
634,2024-01-15,"Печенье","Выпечка",1,80,80,2,"пн","weekday",1,2024,3
635,2024-03-25,"Война и мир","Книги",1,450,450,2,"пн","weekday",3,2024,13
635,2024-03-25,"Эспрессо","Кофе",3,150,450,2,"пн","weekday",3,2024,13
635,2024-03-25,"Преступление и наказание","Книги",2,500,1000,2,"пн","weekday",3,2024,13
636,2024-02-09,"Капучино","Кофе",1,220,220,6,"пт","weekday",2,2024,6
636,2024-02-09,"Сырник","Выпечка",2,200,400,6,"пт","weekday",2,2024,6
636,2024-02-09,"Печенье","Выпечка",1,80,80,6,"пт","weekday",2,2024,6
636,2024-02-09,"Круассан","Выпечка",1,120,120,6,"пт","weekday",2,2024,6
637,2024-03-08,"Печенье","Выпечка",2,80,160,6,"пт","weekday",3,2024,10
638,2024-01-27,"Маффин","Выпечка",3,150,450,7,"сб","weekend",1,2024,4
638,2024-01-27,"Круассан","Выпечка",1,120,120,7,"сб","weekend",1,2024,4
639,2024-02-14,"Круассан","Выпечка",1,120,120,4,"ср","weekday",2,2024,7
639,2024-02-14,"Печенье","Выпечка",3,80,240,4,"ср","weekday",2,2024,7
640,2024-02-20,"Сырник","Выпечка",1,200,200,3,"вт","weekday",2,2024,8
640,2024-02-20,"Сырник","Выпечка",1,200,200,3,"вт","weekday",2,2024,8
640,2024-02-20,"Капучино","Кофе",3,220,660,3,"вт","weekday",2,2024,8
641,2024-02-13,"Война и мир","Книги",1,450,450,3,"вт","weekday",2,2024,7
641,2024-02-13,"Маффин","Выпечка",1,150,150,3,"вт","weekday",2,2024,7
641,2024-02-13,"Сырник","Выпечка",3,200,600,3,"вт","weekday",2,2024,7
641,2024-02-13,"Война и мир","Книги",3,450,1350,3,"вт","weekday",2,2024,7
641,2024-02-13,"Американо","Кофе",3,180,540,3,"вт","weekday",2,2024,7
642,2024-01-16,"Круассан","Выпечка",3,120,360,3,"вт","weekday",1,2024,3
642,2024-01-16,"Латте","Кофе",1,250,250,3,"вт","weekday",1,2024,3
642,2024-01-16,"Раф","Кофе",2,280,560,3,"вт","weekday",1,2024,3
643,2024-03-07,"Печенье","Выпечка",3,80,240,5,"чт","weekday",3,2024,10
643,2024-03-07,"Капучино","Кофе",3,220,660,5,"чт","weekday",3,2024,10
643,2024-03-07,"Преступление и наказание","Книги",2,500,1000,5,"чт","weekday",3,2024,10
643,2024-03-07,"Маффин","Выпечка",1,150,150,5,"чт","weekday",3,2024,10
643,2024-03-07,"Маффин","Выпечка",3,150,450,5,"чт","weekday",3,2024,10
644,2024-03-09,"Эспрессо","Кофе",1,150,150,7,"сб","weekend",3,2024,10
644,2024-03-09,"Эспрессо","Кофе",3,150,450,7,"сб","weekend",3,2024,10
645,2024-03-28,"Печенье","Выпечка",2,80,160,5,"чт","weekday",3,2024,13
646,2024-03-05,"Печенье","Выпечка",3,80,240,3,"вт","weekday",3,2024,10
646,2024-03-05,"Круассан","Выпечка",1,120,120,3,"вт","weekday",3,2024,10
647,2024-01-03,"Американо","Кофе",3,180,540,4,"ср","weekday",1,2024,1
647,2024-01-03,"Американо","Кофе",1,180,180,4,"ср","weekday",1,2024,1
647,2024-01-03,"Печенье","Выпечка",3,80,240,4,"ср","weekday",1,2024,1
647,2024-01-03,"Американо","Кофе",1,180,180,4,"ср","weekday",1,2024,1
648,2024-02-21,"Печенье","Выпечка",1,80,80,4,"ср","weekday",2,2024,8
648,2024-02-21,"Преступление и наказание","Книги",3,500,1500,4,"ср","weekday",2,2024,8
648,2024-02-21,"Капучино","Кофе",1,220,220,4,"ср","weekday",2,2024,8
649,2024-01-17,"Американо","Кофе",2,180,360,4,"ср","weekday",1,2024,3
649,2024-01-17,"Маффин","Выпечка",3,150,450,4,"ср","weekday",1,2024,3
649,2024-01-17,"Маффин","Выпечка",1,150,150,4,"ср","weekday",1,2024,3
650,2024-02-05,"Печенье","Выпечка",3,80,240,2,"пн","weekday",2,2024,6
650,2024-02-05,"Раф","Кофе",1,280,280,2,"пн","weekday",2,2024,6
650,2024-02-05,"Эспрессо","Кофе",3,150,450,2,"пн","weekday",2,2024,6
650,2024-02-05,"Круассан","Выпечка",3,120,360,2,"пн","weekday",2,2024,6
650,2024-02-05,"Капучино","Кофе",2,220,440,2,"пн","weekday",2,2024,6
651,2024-03-04,"Латте","Кофе",1,250,250,2,"пн","weekday",3,2024,10
651,2024-03-04,"Сырник","Выпечка",2,200,400,2,"пн","weekday",3,2024,10
651,2024-03-04,"Война и мир","Книги",3,450,1350,2,"пн","weekday",3,2024,10
652,2024-03-15,"Круассан","Выпечка",3,120,360,6,"пт","weekday",3,2024,11
652,2024-03-15,"Преступление и наказание","Книги",2,500,1000,6,"пт","weekday",3,2024,11
653,2024-03-28,"Маффин","Выпечка",3,150,450,5,"чт","weekday",3,2024,13
654,2024-02-12,"Печенье","Выпечка",2,80,160,2,"пн","weekday",2,2024,7
654,2024-02-12,"Сырник","Выпечка",3,200,600,2,"пн","weekday",2,2024,7
654,2024-02-12,"Раф","Кофе",3,280,840,2,"пн","weekday",2,2024,7
655,2024-01-21,"Круассан","Выпечка",3,120,360,1,"вс","weekend",1,2024,3
655,2024-01-21,"Война и мир","Книги",1,450,450,1,"вс","weekend",1,2024,3
655,2024-01-21,"Война и мир","Книги",3,450,1350,1,"вс","weekend",1,2024,3
655,2024-01-21,"Латте","Кофе",2,250,500,1,"вс","weekend",1,2024,3
655,2024-01-21,"Сырник","Выпечка",3,200,600,1,"вс","weekend",1,2024,3
656,2024-01-05,"Война и мир","Книги",1,450,450,6,"пт","weekday",1,2024,1
656,2024-01-05,"Круассан","Выпечка",3,120,360,6,"пт","weekday",1,2024,1
657,2024-01-03,"Сырник","Выпечка",2,200,400,4,"ср","weekday",1,2024,1
658,2024-01-26,"Капучино","Кофе",1,220,220,6,"пт","weekday",1,2024,4
658,2024-01-26,"Сырник","Выпечка",3,200,600,6,"пт","weekday",1,2024,4
659,2024-01-16,"Преступление и наказание","Книги",1,500,500,3,"вт","weekday",1,2024,3
660,2024-03-30,"Капучино","Кофе",3,220,660,7,"сб","weekend",3,2024,13
660,2024-03-30,"Маффин","Выпечка",3,150,450,7,"сб","weekend",3,2024,13
660,2024-03-30,"Мастер и Маргарита","Книги",2,600,1200,7,"сб","weekend",3,2024,13
661,2024-02-05,"Эспрессо","Кофе",1,150,150,2,"пн","weekday",2,2024,6
661,2024-02-05,"Преступление и наказание","Книги",1,500,500,2,"пн","weekday",2,2024,6
661,2024-02-05,"Печенье","Выпечка",3,80,240,2,"пн","weekday",2,2024,6
661,2024-02-05,"Круассан","Выпечка",3,120,360,2,"пн","weekday",2,2024,6
662,2024-03-26,"Круассан","Выпечка",3,120,360,3,"вт","weekday",3,2024,13
663,2024-02-20,"Мастер и Маргарита","Книги",1,600,600,3,"вт","weekday",2,2024,8
664,2024-03-26,"Американо","Кофе",2,180,360,3,"вт","weekday",3,2024,13
665,2024-01-09,"Сырник","Выпечка",1,200,200,3,"вт","weekday",1,2024,2
666,2024-02-03,"Эспрессо","Кофе",3,150,450,7,"сб","weekend",2,2024,5
666,2024-02-03,"Сырник","Выпечка",2,200,400,7,"сб","weekend",2,2024,5
666,2024-02-03,"Сырник","Выпечка",1,200,200,7,"сб","weekend",2,2024,5
666,2024-02-03,"Сырник","Выпечка",1,200,200,7,"сб","weekend",2,2024,5
666,2024-02-03,"Мастер и Маргарита","Книги",3,600,1800,7,"сб","weekend",2,2024,5
667,2024-02-25,"Война и мир","Книги",3,450,1350,1,"вс","weekend",2,2024,8
668,2024-03-05,"Американо","Кофе",1,180,180,3,"вт","weekday",3,2024,10
669,2024-02-12,"Капучино","Кофе",2,220,440,2,"пн","weekday",2,2024,7
669,2024-02-12,"Печенье","Выпечка",1,80,80,2,"пн","weekday",2,2024,7
670,2024-02-10,"Сырник","Выпечка",2,200,400,7,"сб","weekend",2,2024,6
670,2024-02-10,"Война и мир","Книги",3,450,1350,7,"сб","weekend",2,2024,6
670,2024-02-10,"Война и мир","Книги",3,450,1350,7,"сб","weekend",2,2024,6
670,2024-02-10,"Круассан","Выпечка",3,120,360,7,"сб","weekend",2,2024,6
670,2024-02-10,"Маффин","Выпечка",1,150,150,7,"сб","weekend",2,2024,6
671,2024-03-15,"Сырник","Выпечка",2,200,400,6,"пт","weekday",3,2024,11
672,2024-01-31,"Эспрессо","Кофе",2,150,300,4,"ср","weekday",1,2024,5
672,2024-01-31,"Печенье","Выпечка",1,80,80,4,"ср","weekday",1,2024,5
672,2024-01-31,"Печенье","Выпечка",1,80,80,4,"ср","weekday",1,2024,5
672,2024-01-31,"Латте","Кофе",3,250,750,4,"ср","weekday",1,2024,5
673,2024-03-18,"Маффин","Выпечка",3,150,450,2,"пн","weekday",3,2024,12
673,2024-03-18,"Раф","Кофе",3,280,840,2,"пн","weekday",3,2024,12
674,2024-02-01,"Сырник","Выпечка",3,200,600,5,"чт","weekday",2,2024,5
674,2024-02-01,"Война и мир","Книги",2,450,900,5,"чт","weekday",2,2024,5
675,2024-02-21,"Маффин","Выпечка",1,150,150,4,"ср","weekday",2,2024,8
676,2024-03-26,"Мастер и Маргарита","Книги",2,600,1200,3,"вт","weekday",3,2024,13
677,2024-01-31,"Печенье","Выпечка",3,80,240,4,"ср","weekday",1,2024,5
677,2024-01-31,"Капучино","Кофе",2,220,440,4,"ср","weekday",1,2024,5
677,2024-01-31,"Маффин","Выпечка",1,150,150,4,"ср","weekday",1,2024,5
678,2024-03-18,"Маффин","Выпечка",2,150,300,2,"пн","weekday",3,2024,12
678,2024-03-18,"Печенье","Выпечка",1,80,80,2,"пн","weekday",3,2024,12
678,2024-03-18,"Круассан","Выпечка",3,120,360,2,"пн","weekday",3,2024,12
679,2024-03-18,"Круассан","Выпечка",2,120,240,2,"пн","weekday",3,2024,12
679,2024-03-18,"Печенье","Выпечка",1,80,80,2,"пн","weekday",3,2024,12
680,2024-02-17,"Мастер и Маргарита","Книги",2,600,1200,7,"сб","weekend",2,2024,7
680,2024-02-17,"Печенье","Выпечка",1,80,80,7,"сб","weekend",2,2024,7
680,2024-02-17,"Эспрессо","Кофе",1,150,150,7,"сб","weekend",2,2024,7
680,2024-02-17,"Война и мир","Книги",3,450,1350,7,"сб","weekend",2,2024,7
680,2024-02-17,"Печенье","Выпечка",2,80,160,7,"сб","weekend",2,2024,7
681,2024-01-29,"Круассан","Выпечка",3,120,360,2,"пн","weekday",1,2024,5
681,2024-01-29,"Круассан","Выпечка",1,120,120,2,"пн","weekday",1,2024,5
682,2024-02-23,"Маффин","Выпечка",2,150,300,6,"пт","weekday",2,2024,8
682,2024-02-23,"Сырник","Выпечка",2,200,400,6,"пт","weekday",2,2024,8
682,2024-02-23,"Маффин","Выпечка",2,150,300,6,"пт","weekday",2,2024,8
683,2024-03-19,"Маффин","Выпечка",2,150,300,3,"вт","weekday",3,2024,12
684,2024-01-06,"Латте","Кофе",1,250,250,7,"сб","weekend",1,2024,1
684,2024-01-06,"Война и мир","Книги",1,450,450,7,"сб","weekend",1,2024,1
684,2024-01-06,"Американо","Кофе",2,180,360,7,"сб","weekend",1,2024,1
684,2024-01-06,"Эспрессо","Кофе",1,150,150,7,"сб","weekend",1,2024,1
685,2024-01-24,"Эспрессо","Кофе",3,150,450,4,"ср","weekday",1,2024,4
686,2024-01-28,"Маффин","Выпечка",2,150,300,1,"вс","weekend",1,2024,4
687,2024-02-02,"Сырник","Выпечка",3,200,600,6,"пт","weekday",2,2024,5
688,2024-02-14,"Латте","Кофе",2,250,500,4,"ср","weekday",2,2024,7
688,2024-02-14,"Печенье","Выпечка",3,80,240,4,"ср","weekday",2,2024,7
688,2024-02-14,"Американо","Кофе",3,180,540,4,"ср","weekday",2,2024,7
688,2024-02-14,"Маффин","Выпечка",1,150,150,4,"ср","weekday",2,2024,7
688,2024-02-14,"Круассан","Выпечка",3,120,360,4,"ср","weekday",2,2024,7
689,2024-01-01,"Маффин","Выпечка",3,150,450,2,"пн","weekday",1,2024,1
689,2024-01-01,"Капучино","Кофе",1,220,220,2,"пн","weekday",1,2024,1
689,2024-01-01,"Сырник","Выпечка",2,200,400,2,"пн","weekday",1,2024,1
690,2024-01-12,"Латте","Кофе",3,250,750,6,"пт","weekday",1,2024,2
690,2024-01-12,"Эспрессо","Кофе",1,150,150,6,"пт","weekday",1,2024,2
691,2024-01-17,"Американо","Кофе",3,180,540,4,"ср","weekday",1,2024,3
691,2024-01-17,"Печенье","Выпечка",2,80,160,4,"ср","weekday",1,2024,3
691,2024-01-17,"Преступление и наказание","Книги",2,500,1000,4,"ср","weekday",1,2024,3
691,2024-01-17,"Печенье","Выпечка",3,80,240,4,"ср","weekday",1,2024,3
691,2024-01-17,"Маффин","Выпечка",3,150,450,4,"ср","weekday",1,2024,3
692,2024-03-26,"Американо","Кофе",1,180,180,3,"вт","weekday",3,2024,13
692,2024-03-26,"Маффин","Выпечка",2,150,300,3,"вт","weekday",3,2024,13
692,2024-03-26,"Маффин","Выпечка",3,150,450,3,"вт","weekday",3,2024,13
693,2024-01-13,"Круассан","Выпечка",1,120,120,7,"сб","weekend",1,2024,2
693,2024-01-13,"Сырник","Выпечка",2,200,400,7,"сб","weekend",1,2024,2
694,2024-02-07,"Эспрессо","Кофе",2,150,300,4,"ср","weekday",2,2024,6
695,2024-01-30,"Эспрессо","Кофе",3,150,450,3,"вт","weekday",1,2024,5
695,2024-01-30,"Сырник","Выпечка",1,200,200,3,"вт","weekday",1,2024,5
695,2024-01-30,"Латте","Кофе",1,250,250,3,"вт","weekday",1,2024,5
695,2024-01-30,"Сырник","Выпечка",2,200,400,3,"вт","weekday",1,2024,5
696,2024-01-03,"Маффин","Выпечка",2,150,300,4,"ср","weekday",1,2024,1
696,2024-01-03,"Преступление и наказание","Книги",1,500,500,4,"ср","weekday",1,2024,1
697,2024-02-15,"Война и мир","Книги",3,450,1350,5,"чт","weekday",2,2024,7
698,2024-03-23,"Круассан","Выпечка",2,120,240,7,"сб","weekend",3,2024,12
698,2024-03-23,"Латте","Кофе",3,250,750,7,"сб","weekend",3,2024,12
698,2024-03-23,"Капучино","Кофе",1,220,220,7,"сб","weekend",3,2024,12
699,2024-02-07,"Печенье","Выпечка",2,80,160,4,"ср","weekday",2,2024,6
699,2024-02-07,"Преступление и наказание","Книги",1,500,500,4,"ср","weekday",2,2024,6
700,2024-02-28,"Маффин","Выпечка",2,150,300,4,"ср","weekday",2,2024,9
700,2024-02-28,"Круассан","Выпечка",1,120,120,4,"ср","weekday",2,2024,9
701,2024-02-24,"Эспрессо","Кофе",3,150,450,7,"сб","weekend",2,2024,8
701,2024-02-24,"Мастер и Маргарита","Книги",2,600,1200,7,"сб","weekend",2,2024,8
702,2024-01-01,"Печенье","Выпечка",1,80,80,2,"пн","weekday",1,2024,1
702,2024-01-01,"Латте","Кофе",2,250,500,2,"пн","weekday",1,2024,1
703,2024-03-03,"Мастер и Маргарита","Книги",2,600,1200,1,"вс","weekend",3,2024,9
703,2024-03-03,"Мастер и Маргарита","Книги",1,600,600,1,"вс","weekend",3,2024,9
703,2024-03-03,"Преступление и наказание","Книги",2,500,1000,1,"вс","weekend",3,2024,9
704,2024-03-20,"Американо","Кофе",3,180,540,4,"ср","weekday",3,2024,12
704,2024-03-20,"Мастер и Маргарита","Книги",3,600,1800,4,"ср","weekday",3,2024,12
705,2024-01-30,"Мастер и Маргарита","Книги",3,600,1800,3,"вт","weekday",1,2024,5
706,2024-03-28,"Печенье","Выпечка",1,80,80,5,"чт","weekday",3,2024,13
706,2024-03-28,"Круассан","Выпечка",2,120,240,5,"чт","weekday",3,2024,13
706,2024-03-28,"Капучино","Кофе",1,220,220,5,"чт","weekday",3,2024,13
